high_csat,wait_minutes,order_to_issue_minutes,connected_handling_time,log_item_price,channel_name,category,Sub-category,Product_category,Agent Shift,Tenure Bucket,Customer_City
1,110.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,0-30,Unknown
1,3.0,23007.0,427.0,8.101677747454572,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Morning,>90,Other
0,4.0,3901.0,427.0,7.313220387090301,Inbound,Order Related,Delayed,Electronics,Morning,On Job Training,Other
1,35.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Other,Unknown,Evening,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Other,Unknown,Morning,>90,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Afternoon,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Evening,61-90,Unknown
0,4.0,13011.0,427.0,7.313220387090301,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Evening,On Job Training,Other
1,17.0,12614.5,427.0,6.597145701886651,Inbound,Offers & Cashback,Other,Unknown,Morning,0-30,Unknown
0,22.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Evening,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Product Queries,Product Specific Information,Unknown,Morning,0-30,Unknown
1,2.0,6192.0,427.0,5.537334267018537,Inbound,Order Related,Delayed,Books & General merchandise,Evening,31-60,Other
1,52.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,31-60,Unknown
0,128.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
0,11.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,31-60,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,31-60,Unknown
1,48.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,0-30,Unknown
0,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,105.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Morning,31-60,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Other,Unknown,Morning,0-30,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Afternoon,>90,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,17.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Morning,>90,Unknown
1,10.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Morning,0-30,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Afternoon,61-90,Unknown
1,18.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,61-90,Unknown
1,4.0,7310.0,427.0,6.956545443151569,Inbound,Order Related,Delayed,LifeStyle,Evening,31-60,Other
1,108.0,12614.5,427.0,6.597145701886651,Email,Feedback,UnProfessional Behaviour,Unknown,Morning,>90,Unknown
0,17.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Morning,31-60,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Afternoon,>90,Unknown
1,125.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,>90,Unknown
1,4.0,6420.0,655.0,6.802394763324311,Outcall,Returns,Return request,Electronics,Morning,0-30,Other
1,4.0,6600.0,427.0,8.006367567650246,Inbound,Returns,Return request,Electronics,Evening,31-60,Other
0,1.0,35077.0,427.0,7.170119543449628,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Evening,On Job Training,Other
0,4.0,14403.0,427.0,7.8898337513942955,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Split,>90,Other
1,38.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,0-30,Unknown
0,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,0-30,Unknown
1,53.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,31-60,Unknown
1,26.0,43216.0,427.0,7.090076835776092,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Morning,>90,Other
0,1.0,10656.0,427.0,6.395261598115449,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Morning,>90,Other
1,4.0,12614.5,683.0,6.597145701886651,Outcall,Cancellation,Other,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Morning,>90,Unknown
0,18.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Morning,>90,Unknown
1,9.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Split,>90,Unknown
0,6.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,31-60,Unknown
0,2.0,11629.0,427.0,5.68697535633982,Inbound,Order Related,Delayed,Books & General merchandise,Evening,61-90,Other
1,4.0,9061.0,427.0,6.003887067106539,Inbound,Returns,Missing,LifeStyle,Afternoon,>90,Other
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Offers & Cashback,Other,Unknown,Evening,61-90,Unknown
1,10.0,12614.5,427.0,6.597145701886651,Email,Order Related,Installation/demo,Unknown,Evening,61-90,Unknown
1,26.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Morning,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,0-30,Unknown
1,16.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Evening,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,0-30,Unknown
1,22.0,10031.0,427.0,6.4457198193855785,Outcall,Order Related,Delayed,Other,Evening,>90,Other
1,2.0,493.0,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Electronics,Morning,0-30,Unknown
1,1.0,12614.5,640.0,6.597145701886651,Outcall,Order Related,Order status enquiry,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Online Payment Issues,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Morning,31-60,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Service Centres Related,Unknown,Afternoon,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,On Job Training,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Evening,0-30,Unknown
0,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,31-60,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,61-90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Evening,31-60,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
1,1.0,19516.0,427.0,7.352441100243583,Inbound,Returns,Wrong,LifeStyle,Night,>90,Other
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Morning,0-30,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Order status enquiry,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Other,Unknown,Evening,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,On Job Training,Unknown
0,51.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Morning,>90,Unknown
0,8.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,31-60,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Split,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Exchange / Replacement,Unknown,Evening,>90,Unknown
1,4.0,11392.0,427.0,6.551080335043404,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Morning,>90,Other
0,4.0,2415.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Mobile,Morning,>90,Other
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Evening,31-60,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,31-60,Unknown
0,2.0,15386.0,427.0,8.948975607841776,Inbound,Returns,Return request,Electronics,Morning,On Job Training,Other
1,117.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Payments related,Other,Unknown,Evening,On Job Training,Unknown
0,8.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,0-30,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Evening,On Job Training,Unknown
1,42.0,12614.5,427.0,6.597145701886651,Outcall,Payments related,Other,Unknown,Morning,>90,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Other,Unknown,Morning,>90,Unknown
0,44.0,20587.0,427.0,5.159055299214529,Email,Order Related,Delayed,Home,Evening,>90,Other
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Exchange / Replacement,Unknown,Morning,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Morning,>90,Unknown
1,34.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,20.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
1,11.0,12614.5,427.0,6.597145701886651,Email,Refund Related,Refund Enquiry,Unknown,Morning,On Job Training,Unknown
1,80.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Evening,31-60,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Evening,31-60,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,11.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Split,>90,Unknown
1,60.0,10438.0,427.0,6.263398262591624,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Evening,0-30,Other
1,4.0,12614.5,427.0,7.504942068396171,Inbound,Refund Related,Refund Related Issues,LifeStyle,Morning,0-30,Other
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,>90,Unknown
0,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,144.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Fraudulent User,Unknown,Morning,0-30,Unknown
0,2.0,12614.5,427.0,6.597145701886651,Email,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Fraudulent User,Unknown,Morning,>90,Unknown
0,4.0,35871.0,427.0,6.907755278982137,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Evening,0-30,Other
1,4.0,5631.0,427.0,4.890349128221754,Inbound,Returns,Fraudulent User,Books & General merchandise,Split,>90,Other
1,11.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,135.0,12614.5,427.0,6.597145701886651,Inbound,Offers & Cashback,Other,Unknown,Split,61-90,Unknown
0,11.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,61-90,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Fraudulent User,Unknown,Evening,31-60,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,0-30,Unknown
0,56.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,4.0,16259.0,427.0,5.337538079701318,Inbound,Returns,Return request,Books & General merchandise,Evening,0-30,Other
0,81.0,12614.5,427.0,6.597145701886651,Email,Order Related,Installation/demo,Unknown,Morning,0-30,Unknown
1,39.0,12614.5,427.0,6.597145701886651,Inbound,Offers & Cashback,Other,Unknown,Morning,>90,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,61-90,Unknown
0,8.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,>90,Unknown
1,125.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Other,Unknown,Afternoon,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,>90,Unknown
1,146.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,31-60,Unknown
1,18.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Email,Refund Related,Refund Enquiry,Unknown,Morning,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Invoice request,Unknown,Morning,On Job Training,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Other,Unknown,Evening,0-30,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Morning,>90,Unknown
0,18.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Evening,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,4.0,12498.0,427.0,5.19295685089021,Inbound,Order Related,Delayed,Home,Afternoon,>90,Other
1,4.0,2944.0,427.0,6.597145701886651,Outcall,Order Related,Delayed,Mobile,Evening,On Job Training,Other
1,1.0,4833.0,427.0,7.313220387090301,Inbound,Order Related,Delayed,Electronics,Evening,61-90,Other
1,14.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Morning,On Job Training,Unknown
1,45.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Morning,31-60,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,92.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,7.0,8607.0,427.0,5.521460917862246,Outcall,Returns,Reverse Pickup Enquiry,LifeStyle,Evening,>90,Other
1,11.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Service Centres Related,Unknown,Morning,>90,Unknown
1,11.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Morning,31-60,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Afternoon,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,1.0,5288.0,427.0,6.802394763324311,Outcall,Order Related,Delayed,Electronics,Morning,0-30,Other
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
0,24.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Evening,On Job Training,Unknown
1,40.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Morning,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Seller Cancelled Order,Unknown,Morning,0-30,Unknown
1,4.0,2751.0,427.0,6.597145701886651,Inbound,Order Related,Priority delivery,Books & General merchandise,Morning,On Job Training,Other
0,4.0,11544.0,427.0,5.62040086571715,Inbound,Order Related,Delayed,LifeStyle,Morning,On Job Training,Other
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Night,>90,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,On Job Training,Unknown
1,28.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Evening,>90,Unknown
0,119.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Morning,On Job Training,Unknown
1,137.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
