@relation 'Telco_Cusomer_Churn-weka.filters.unsupervised.attribute.Remove-R1-2,7-8-weka.filters.unsupervised.attribute.Remove-R1-3,5,7-8,10-11,13,15-16'

@attribute tenure numeric
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute Churn {No,Yes}

@data
16,Yes,No,Month-to-month,'Electronic check',No
46,No,No,Month-to-month,'Electronic check',No
68,Yes,Yes,'Two year','Bank transfer (automatic)',No
38,Yes,Yes,Month-to-month,'Electronic check',No
30,No,No,Month-to-month,'Bank transfer (automatic)',Yes
5,No,No,Month-to-month,'Electronic check',Yes
17,No,No,Month-to-month,'Credit card (automatic)',No
4,'No internet service','No internet service','Two year','Mailed check',No
12,'No internet service','No internet service','One year','Electronic check',No
72,Yes,Yes,'Two year','Credit card (automatic)',No
3,No,No,Month-to-month,'Electronic check',No
56,No,Yes,Month-to-month,'Electronic check',Yes
41,'No internet service','No internet service','One year','Mailed check',No
40,No,Yes,'One year','Credit card (automatic)',No
7,Yes,Yes,Month-to-month,'Electronic check',No
69,'No internet service','No internet service','Two year','Credit card (automatic)',No
7,'No internet service','No internet service','One year','Mailed check',No
5,No,No,Month-to-month,'Electronic check',No
72,Yes,Yes,'Two year','Credit card (automatic)',No
44,'No internet service','No internet service','One year','Bank transfer (automatic)',No
65,No,No,'One year','Electronic check',No
3,No,Yes,Month-to-month,'Electronic check',No
24,No,Yes,Month-to-month,'Credit card (automatic)',No
44,No,No,Month-to-month,'Bank transfer (automatic)',Yes
72,Yes,Yes,'Two year','Credit card (automatic)',No
24,Yes,Yes,Month-to-month,'Electronic check',No
1,No,No,Month-to-month,'Mailed check',Yes
22,'No internet service','No internet service',Month-to-month,'Bank transfer (automatic)',No
70,No,Yes,'Two year','Credit card (automatic)',No
25,No,No,Month-to-month,'Electronic check',No
37,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
22,No,No,Month-to-month,'Bank transfer (automatic)',No
59,No,Yes,'Two year','Bank transfer (automatic)',No
49,No,No,Month-to-month,'Electronic check',Yes
47,No,Yes,Month-to-month,'Bank transfer (automatic)',Yes
31,'No internet service','No internet service',Month-to-month,'Mailed check',Yes
1,No,No,Month-to-month,'Electronic check',No
3,'No internet service','No internet service',Month-to-month,'Electronic check',No
53,No,Yes,'One year','Bank transfer (automatic)',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
20,'No internet service','No internet service','One year','Mailed check',No
3,Yes,No,Month-to-month,'Electronic check',Yes
51,'No internet service','No internet service','One year','Bank transfer (automatic)',No
51,Yes,Yes,'One year','Bank transfer (automatic)',No
13,'No internet service','No internet service','Two year','Mailed check',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
63,Yes,Yes,'One year','Electronic check',No
3,No,No,Month-to-month,'Mailed check',No
46,'No internet service','No internet service','Two year','Credit card (automatic)',No
1,No,No,Month-to-month,'Credit card (automatic)',No
8,No,No,Month-to-month,'Mailed check',Yes
71,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
55,No,No,Month-to-month,'Credit card (automatic)',No
70,No,Yes,'One year','Bank transfer (automatic)',No
2,No,No,Month-to-month,'Electronic check',Yes
67,Yes,Yes,'Two year','Bank transfer (automatic)',No
65,No,No,Month-to-month,'Bank transfer (automatic)',Yes
14,No,No,Month-to-month,'Credit card (automatic)',No
20,No,Yes,Month-to-month,'Bank transfer (automatic)',No
1,No,No,Month-to-month,'Electronic check',Yes
1,No,No,Month-to-month,'Electronic check',Yes
49,No,No,Month-to-month,'Bank transfer (automatic)',No
72,Yes,No,'Two year','Bank transfer (automatic)',No
46,Yes,No,Month-to-month,'Electronic check',No
24,No,No,Month-to-month,'Bank transfer (automatic)',No
5,No,Yes,Month-to-month,'Electronic check',No
33,No,Yes,Month-to-month,'Credit card (automatic)',No
42,Yes,No,'One year','Bank transfer (automatic)',No
23,Yes,No,'One year','Credit card (automatic)',No
8,No,No,Month-to-month,'Bank transfer (automatic)',No
66,Yes,No,'One year','Mailed check',No
24,Yes,No,Month-to-month,'Bank transfer (automatic)',Yes
24,No,No,Month-to-month,'Credit card (automatic)',No
69,Yes,Yes,'One year','Credit card (automatic)',Yes
53,No,No,'One year','Mailed check',No
60,Yes,No,'Two year','Electronic check',No
7,No,No,Month-to-month,'Electronic check',Yes
20,'No internet service','No internet service','One year','Credit card (automatic)',No
23,No,No,Month-to-month,'Electronic check',No
72,Yes,Yes,'Two year','Electronic check',No
11,No,No,Month-to-month,'Electronic check',Yes
21,'No internet service','No internet service','Two year','Mailed check',No
1,No,No,Month-to-month,'Electronic check',Yes
31,No,No,Month-to-month,'Electronic check',No
57,No,Yes,'Two year','Mailed check',No
45,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
10,No,No,Month-to-month,'Electronic check',No
58,No,Yes,Month-to-month,'Credit card (automatic)',Yes
14,'No internet service','No internet service',Month-to-month,'Mailed check',No
27,Yes,Yes,'One year','Mailed check',No
14,No,No,Month-to-month,'Bank transfer (automatic)',Yes
12,No,No,Month-to-month,'Mailed check',Yes
69,No,Yes,'Two year','Bank transfer (automatic)',No
25,No,No,Month-to-month,'Bank transfer (automatic)',Yes
58,Yes,No,'One year','Electronic check',Yes
35,Yes,Yes,'Two year','Credit card (automatic)',No
16,No,No,Month-to-month,'Electronic check',Yes
45,No,No,'One year','Credit card (automatic)',No
17,No,No,Month-to-month,'Electronic check',No
1,No,No,Month-to-month,'Electronic check',Yes
22,'No internet service','No internet service','One year','Mailed check',No
1,No,No,Month-to-month,'Electronic check',Yes
67,Yes,Yes,'Two year','Mailed check',No
67,No,Yes,'Two year','Bank transfer (automatic)',No
2,No,No,Month-to-month,'Electronic check',Yes
23,No,No,Month-to-month,'Electronic check',Yes
9,No,No,Month-to-month,'Credit card (automatic)',No
5,'No internet service','No internet service',Month-to-month,'Mailed check',No
54,Yes,Yes,'Two year','Credit card (automatic)',No
57,No,No,'Two year','Electronic check',Yes
24,No,No,Month-to-month,'Mailed check',Yes
49,No,No,'One year','Mailed check',Yes
5,No,No,Month-to-month,'Electronic check',Yes
2,No,No,Month-to-month,'Electronic check',Yes
4,No,Yes,Month-to-month,'Mailed check',Yes
70,Yes,Yes,'Two year','Bank transfer (automatic)',No
5,No,No,Month-to-month,'Bank transfer (automatic)',Yes
53,Yes,Yes,Month-to-month,'Electronic check',No
47,Yes,No,Month-to-month,'Electronic check',Yes
31,'No internet service','No internet service','One year','Credit card (automatic)',No
13,No,Yes,Month-to-month,'Bank transfer (automatic)',No
28,No,No,Month-to-month,'Mailed check',No
10,No,No,Month-to-month,'Electronic check',Yes
38,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
1,No,No,Month-to-month,'Mailed check',Yes
67,No,No,'One year','Electronic check',Yes
52,Yes,No,'One year','Mailed check',No
62,Yes,Yes,'Two year','Mailed check',No
16,No,No,Month-to-month,'Electronic check',No
5,No,No,Month-to-month,'Electronic check',Yes
12,No,No,'One year','Electronic check',No
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
71,No,Yes,'One year','Bank transfer (automatic)',No
24,'No internet service','No internet service','One year','Mailed check',No
15,'No internet service','No internet service','Two year','Mailed check',No
67,Yes,No,'One year','Credit card (automatic)',Yes
2,Yes,No,Month-to-month,'Bank transfer (automatic)',No
5,No,No,Month-to-month,'Mailed check',No
15,No,No,Month-to-month,'Electronic check',Yes
1,'No internet service','No internet service',Month-to-month,'Mailed check',Yes
41,Yes,No,'One year','Bank transfer (automatic)',No
43,Yes,No,Month-to-month,'Electronic check',No
1,No,No,Month-to-month,'Electronic check',No
1,No,No,Month-to-month,'Mailed check',No
26,No,No,Month-to-month,'Electronic check',Yes
22,No,No,Month-to-month,'Electronic check',Yes
71,Yes,Yes,'Two year','Bank transfer (automatic)',No
7,'No internet service','No internet service','Two year','Mailed check',No
28,No,Yes,Month-to-month,'Bank transfer (automatic)',No
16,No,No,Month-to-month,'Electronic check',No
7,'No internet service','No internet service','One year','Mailed check',No
69,No,Yes,'Two year','Bank transfer (automatic)',No
1,No,No,Month-to-month,'Mailed check',No
3,Yes,No,Month-to-month,'Electronic check',No
21,No,No,Month-to-month,'Bank transfer (automatic)',Yes
69,No,No,Month-to-month,'Bank transfer (automatic)',No
71,Yes,Yes,'Two year','Bank transfer (automatic)',No
69,'No internet service','No internet service','Two year','Mailed check',No
48,No,Yes,Month-to-month,'Electronic check',No
47,No,No,Month-to-month,'Bank transfer (automatic)',Yes
2,No,No,Month-to-month,'Electronic check',Yes
45,Yes,Yes,Month-to-month,'Credit card (automatic)',No
51,No,No,Month-to-month,'Bank transfer (automatic)',No
22,Yes,Yes,Month-to-month,'Electronic check',Yes
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
37,No,No,Month-to-month,'Electronic check',No
71,Yes,Yes,'Two year','Electronic check',No
7,No,No,Month-to-month,'Electronic check',Yes
66,'No internet service','No internet service','Two year','Credit card (automatic)',No
51,Yes,Yes,'One year','Bank transfer (automatic)',No
30,'No internet service','No internet service','One year','Bank transfer (automatic)',No
34,No,No,Month-to-month,'Electronic check',No
64,'No internet service','No internet service','Two year','Mailed check',No
65,No,No,'One year','Bank transfer (automatic)',No
47,Yes,Yes,Month-to-month,'Mailed check',No
1,Yes,No,Month-to-month,'Electronic check',Yes
49,Yes,No,Month-to-month,'Credit card (automatic)',Yes
67,No,Yes,'Two year','Credit card (automatic)',No
39,'No internet service','No internet service','One year','Bank transfer (automatic)',No
14,'No internet service','No internet service',Month-to-month,'Mailed check',No
43,Yes,Yes,Month-to-month,'Credit card (automatic)',Yes
56,No,No,Month-to-month,'Electronic check',No
14,No,Yes,'One year','Credit card (automatic)',No
1,No,No,Month-to-month,'Electronic check',Yes
16,Yes,No,'One year','Mailed check',No
70,Yes,No,Month-to-month,'Electronic check',No
72,Yes,No,'Two year','Credit card (automatic)',No
23,No,No,Month-to-month,'Credit card (automatic)',No
21,'No internet service','No internet service',Month-to-month,'Mailed check',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',Yes
1,No,No,Month-to-month,'Bank transfer (automatic)',Yes
32,No,No,Month-to-month,'Electronic check',Yes
17,No,No,Month-to-month,'Electronic check',Yes
4,Yes,No,Month-to-month,'Electronic check',Yes
36,No,No,'One year','Electronic check',No
50,No,Yes,'Two year','Credit card (automatic)',No
48,No,Yes,Month-to-month,'Credit card (automatic)',No
50,'No internet service','No internet service','Two year','Credit card (automatic)',No
72,Yes,Yes,'Two year','Credit card (automatic)',No
10,'No internet service','No internet service',Month-to-month,'Credit card (automatic)',No
18,'No internet service','No internet service',Month-to-month,'Mailed check',No
1,No,No,Month-to-month,'Electronic check',Yes
1,'No internet service','No internet service',Month-to-month,'Electronic check',Yes
9,No,No,Month-to-month,'Electronic check',No
2,Yes,No,Month-to-month,'Mailed check',No
40,No,Yes,Month-to-month,'Credit card (automatic)',No
69,No,No,'One year','Bank transfer (automatic)',No
37,Yes,Yes,'One year','Electronic check',Yes
18,No,No,Month-to-month,'Credit card (automatic)',No
11,No,No,Month-to-month,'Electronic check',No
8,No,No,Month-to-month,'Credit card (automatic)',Yes
3,No,No,Month-to-month,'Electronic check',Yes
55,Yes,No,'One year','Credit card (automatic)',No
33,No,No,Month-to-month,'Electronic check',No
46,No,No,Month-to-month,'Bank transfer (automatic)',No
34,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
3,'No internet service','No internet service',Month-to-month,'Electronic check',No
30,'No internet service','No internet service','Two year','Mailed check',No
33,Yes,Yes,'One year','Electronic check',No
45,No,No,'One year','Credit card (automatic)',No
40,Yes,Yes,Month-to-month,'Mailed check',No
71,Yes,Yes,'Two year','Electronic check',No
1,No,No,Month-to-month,'Electronic check',Yes
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
22,No,No,Month-to-month,'Electronic check',No
46,'No internet service','No internet service','One year','Bank transfer (automatic)',No
55,'No internet service','No internet service','Two year','Mailed check',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
12,No,Yes,'One year','Mailed check',No
31,No,No,Month-to-month,'Electronic check',No
5,No,No,Month-to-month,'Electronic check',Yes
67,Yes,No,'Two year','Electronic check',No
1,No,No,Month-to-month,'Mailed check',No
40,Yes,No,'One year','Electronic check',Yes
41,Yes,No,Month-to-month,'Credit card (automatic)',No
1,No,No,Month-to-month,'Electronic check',Yes
51,Yes,No,'One year','Electronic check',Yes
42,Yes,Yes,'Two year','Credit card (automatic)',No
23,'No internet service','No internet service','One year','Mailed check',No
1,No,No,Month-to-month,'Electronic check',Yes
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
56,Yes,No,Month-to-month,'Credit card (automatic)',No
15,No,No,Month-to-month,'Electronic check',No
12,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
54,Yes,Yes,'Two year','Bank transfer (automatic)',No
7,No,No,Month-to-month,'Electronic check',No
33,No,No,Month-to-month,'Credit card (automatic)',Yes
16,'No internet service','No internet service',Month-to-month,'Electronic check',No
21,Yes,No,'One year','Mailed check',No
30,No,No,'Two year','Electronic check',No
3,No,Yes,Month-to-month,'Mailed check',No
11,No,No,Month-to-month,'Electronic check',No
62,Yes,Yes,'One year','Credit card (automatic)',No
18,'No internet service','No internet service',Month-to-month,'Electronic check',No
6,'No internet service','No internet service',Month-to-month,'Mailed check',No
46,No,No,'One year','Electronic check',No
21,No,No,Month-to-month,'Electronic check',No
68,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
1,No,No,Month-to-month,'Electronic check',No
25,No,No,Month-to-month,'Electronic check',No
24,'No internet service','No internet service','Two year','Mailed check',No
30,No,No,Month-to-month,'Electronic check',Yes
2,No,No,Month-to-month,'Electronic check',Yes
51,No,No,'One year','Bank transfer (automatic)',No
57,Yes,Yes,'Two year','Electronic check',No
15,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
